nro_socio;fecha_alta;localidad;tarifa ;consumo_prom_kwh;variacion_consumo_%;antiguedad_meses;cant_reclamos;cortes_ultimo_anio;horas_sin_servicio;facturas_emitidas;facturas_vencidas;medidor_inteligente;adhesion_debito;edad_titular;canal_contacto;codigo_postal;estado
100710;2012-03-14;eduardo castex;Comercial;98;-;170;1;3;4,1 hs;12;0;Sí;No;35;Web;N/D;Activo
100269;;Eduardo Castex;Resid.;961;-2,5;1;1;6;20,9 hs;12;2;No;Sí;39;App;6200;Baja
100728;2021-03-27;Trenel;Residencial;249;5,3;60;s/d;2;1,1 hs;12;1;No;No;41;Teléfono;N/D;Baja
100524;1997-12-28;Intendente Alvear;RURAL;236;28,6;343;0;1;5,7 hs;12;1;Sí;Sí;78;App;;Activo
100639;2024-02-10;eduardo castex;Residencial;166;-31,3;25;2;1;1,9 hs;12;1;No;Sí;58;Web;s/d;Activo
100868;2001-08-09;eduardo castex;Comercial;148;44,1;299;1;6;33,6 hs;12;1;N/D;No;29;Teléfono;6200;Baja
100701;11/01/2024;Trenel;Rural;323;24,2;26;1;6;30,3 hs;12;1;No;No;45;Teléfono;;Baja
100344;2005-05-20;Santa Rosa;RURAL;265;22,4;253;;2;7,1 hs;12;0;N/D;No;59;Web;;Activo
100432;11/06/2018;Eduardo Castex;Residencial;168;8,8;94;0;2;10,2 hs;12;1;s/d;Sí;26;Web;;Baja
100287;2020-07-30;Trenel;Comercial;396;-13,6;68;-;7;29,4 hs;12;1;N/D;Sí;66;Oficina;6385;Baja
100460;31/08/2014;Santa Rosa;Residencial;300;-36,1;140;1;0;0,0 hs;12;0;Sí;Sí;40;Oficina;-;Activo
100234;31/10/2008;Santa Rosa;Resid.;157;-17,3;211;1;0;0,0 hs;12;1;No;Sí;29;Web;-;Activo
100106;2018-05-12;SANTA ROSA;Resid.;142;4;95;0;1;5,7 hs;12;3;No;No;70;Oficina;-;Activo
100351;07/09/2007;General Pico;RURAL;235;-17,5;225;s/d;4;23,4 hs;12;1;N/D;Sí;49;Web;s/d;Baja
100703;2023-03-17;Trenel;residencial;272;22,8;36;1;3;11,0 hs;12;1;No;Sí;86;Oficina;;Activo
100644;2000-01-17;GENERAL PICO ;RESIDENCIAL ;425;15,6;318;1;4;2,5 hs;12;1;-;No;39;App;;Activo
100977;22/03/2022;Realicó;Residencial;459;-14,7;48;2;5;26,0 hs;12;1;s/d;No;39;Web;6360;Baja
100729;07/06/2013;Trenel;Residencial;323;27,9;155;1;3;8,7 hs;12;1;No;Sí;72;Oficina;6200;Activo
100750;22/04/1999;Realicó;Rural;279;-3,8;327;0;5;10,8 hs;12;0;;No;59;App;;Activo
100969;1996-12-03;Trenel;Comercial;116;-38,9;356;1;2;11,3 hs;12;3;No;No;60;Teléfono;-;Baja
101014;23/10/2021;Santa Rosa;RURAL;288;-8;53;0;2;3,7 hs;12;0;s/d;Sí;37;Web;;Baja
100825;2005-08-18;General Pico;Residencial;140;-23,6;250;0;4;14,3 hs;12;1;No;No;61;Teléfono;s/d;Activo
100343;23/09/2021;Santa Rosa;Residencial;166;46,2;54;1;4;17,1 hs;12;1;No;No;61;Web;;Baja
100035;05/02/2002;Trenel;Residencial;184;34,9;293;1;2;2,5 hs;12;0;No;No;22;Teléfono;6200;Activo
100771;;Santa Rosa;Comercial;350;-29,2;81;0;2;4,5 hs;12;2;No;No;180;Web;s/d;Baja
100589;08/04/2013;General Pico;Comercial;229;30,4;157;1;1;0,6 hs;12;0;N/D;No;37;Teléfono;6385;Activo
100997;2011-01-19;Intendente Alvear;Residencial;166;16;184;0;1;5,6 hs;12;2;s/d;Sí;30;Oficina;s/d;Baja
100753;2022-03-22;Trenel;rural;138;-29,3;48;0;3;11,0 hs;12;2;No;Sí;51;App;;Activo
100856;2021-05-26;General Pico;residencial;146;7,2;58;0;1;2,5 hs;12;2;Sí;Sí;60;App;;Activo
101021;2017-09-14;Trenel;residencial;129;-1,3;103;0;4;13,7 hs;12;0;No;No;55;Teléfono;;Activo
100345;13/03/2018;Eduardo Castex;Residencial;101;2,2;97;1;2;4,5 hs;12;0;No;Sí;72;Teléfono;-;Baja
100383;17/01/2000;Intendente Alvear;Residencial;190;-18,5;318;0;3;16,2 hs;12;4;-;No;42;App;s/d;Activo
100943;2007-01-10;Eduardo Castex;RURAL;199;-40,5;233;1;4;10,1 hs;12;2;s/d;No;42;Web;;Baja
100740;2011-02-18;General Pico;RESIDENCIAL ;192;9,5;183;s/d;3;11,7 hs;12;3;-;Sí;60;App;s/d;Activo
100946;19/10/2016;Trenel;Residencial;335;0,7;114;s/d;1;2,6 hs;12;2;N/D;Sí;60;App;;Activo
100156;14/07/2006;Santa Rosa;Residencial;600;-5,6;239;1;2;10,9 hs;12;1;No;Sí;999;App;;Activo
100150;27/04/1998;eduardo castex;Residencial;332;9,1;339;0;5;4,2 hs;12;3;Sí;No;42;Oficina;;Activo
100131;2008-07-03;General Pico;Residencial;401;-10,8;215;1;1;3,8 hs;12;0;Sí;Sí;43;Teléfono;N/D;Activo
100922;26/09/2009;Intendente Alvear;Comercial;363;-7,9;200;1;4;17,3 hs;12;1;-;Sí;18;Teléfono;N/D;Baja
101123;14/02/2006;general pico;Rural;212;-36,8;244;1;0;0,0 hs;12;2;No;No;69;Web;N/D;Activo
100599;2023-10-13;Eduardo Castex;residencial;72;49;29;0;2;11,0 hs;12;0;No;No;68;Teléfono;N/D;Baja
100648;2021-09-23;Realicó;Residencial;394;8,7;54;0;0;0,0 hs;12;0;No;No;56;Teléfono;N/D;Activo
100799;10/10/2012;Santa Rosa;Residencial;156;19;163;2;4;4,1 hs;12;0;-;No;49;Web;s/d;Baja
100844;21/04/2022;Gral. Pico;Residencial;314;35,9;47;1;2;4,0 hs;12;3;Sí;No;20;Oficina;s/d;Baja
101107;03/12/1996;Santa Rosa;Residencial;239;-24,1;356;0;4;16,1 hs;12;1;No;Sí;53;Oficina;;Activo
100376;2013-03-09;Realicó;Resid.;235;22,3;158;0;1;5,9 hs;12;0;No;Sí;42;Web;;Activo
100320;2012-11-09;General Pico;RESIDENCIAL ;331;19,1;162;0;0;0,0 hs;12;0;Sí;No;50;Teléfono;6200;Activo
100959;2005-07-19;General Pico;Rural;75;26;251;0;5;29,2 hs;12;1;-;No;52;Oficina;s/d;Activo
100926;27/12/2003;Santa Rosa;Rural;335;-46,7;270;N/D;0;0,0 hs;12;16;No;No;32;Web;N/D;Activo
100894;10/10/2012;Santa Rosa;Residencial;284;29,1;163;0;5;20,7 hs;12;2;No;No;180;Oficina;;Activo
100213;05/03/2008;Trenel;Resid.;364;-7,7;219;2;2;3,9 hs;12;0;No;No;54;App;;Activo
100010;2007-01-10;Santa Rosa;Residencial;192;-5,8;233;0;3;13,9 hs;12;1;No;Sí;57;Web;N/D;Activo
100785;03/11/1996;General Pico;Comercial;177;7,4;357;0;0;0,0 hs;12;1;-;No;65;Web;s/d;Activo
100276;2000-05-16;Eduardo Castex;Rural;217;-39,9;314;N/D;0;0,0 hs;12;16;Sí;No;31;Web;;Activo
101165;2012-09-10;Sta. Rosa;Resid.;-99;-7,1;164;;4;8,8 hs;12;1;No;Sí;74;Oficina;s/d;Activo
100098;2017-07-16;Intendente Alvear;Comercial;344;8,3;105;;0;0,0 hs;12;1;s/d;No;51;Web;s/d;Baja
100684;2023-05-16;Realicó;Rural;428;s/d;34;0;4;4,9 hs;12;1;No;Sí;62;Teléfono;-;Activo
101199;16/09/2011;Trenel;RURAL;296;-18,4;176;0;3;10,0 hs;12;1;Sí;No;39;Oficina;N/D;Activo
101089;2010-10-21;Eduardo Castex;Residencial;-99;27,7;187;s/d;1;5,6 hs;12;18;No;No;72;Web;N/D;Activo
100107;31/07/1997;Gral. Pico;Residencial;419;34,5;348;1;2;5,3 hs;12;4;Sí;No;45;Web;N/D;Baja
100784;2024-02-10;Realicó;Residencial;112;16;25;;2;3,4 hs;12;2;No;Sí;42;App;N/D;Activo
100940;;Santa Rosa;residencial;420;-26,4;15;1;0;0,0 hs;12;0;Sí;No;69;Web;-;Activo
100855;17/08/2011;Santa Rosa;Comercial;312;22,7;177;1;2;11,9 hs;12;2;No;No;50;Oficina;N/D;Baja
100314;2011-02-18;Trenel;Rural;342;27,1;183;0;1;4,3 hs;12;1;No;Sí;53;Web;;Activo
101178;1998-06-26;Intendente Alvear;Residencial;241;-12,3;337;0;3;8,0 hs;12;0;Sí;No;68;Teléfono;;Activo
101031;2001-02-10;Santa Rosa;Residencial;233;-28,6;305;2;0;0,0 hs;12;2;-;No;56;Web;;Activo
100778;2000-04-16;Realicó;Resid.;456;25,9;315;2;3;7,2 hs;12;0;Sí;Sí;34;Web;-;Activo
101139;2020-06-30;Eduardo Castex;residencial;148;-46;69;2;1;2,8 hs;12;0;No;No;42;App;-;Activo
101167;2003-10-28;E. Castex;Comercial;120;41,1;272;1;5;2,5 hs;12;1;Sí;No;73;Web;-;Baja
100345;13/03/2018;Eduardo Castex;Residencial;101;2,2;97;1;2;4,5 hs;12;0;No;Sí;72;Teléfono;-;Baja
100346;2006-07-14;GENERAL PICO ;Rural;211;35,9;239;0;1;3,5 hs;12;2;;No;45;App;;Activo
100453;2000-06-15;Intendente Alvear;Residencial;460;-15,8;313;1;3;15,7 hs;12;3;No;No;61;App;N/D;Baja
100094;;Realicó;Residencial;353;54,5;86;0;4;9,9 hs;12;2;Sí;No;47;Web;6360;Activo
100180;27/07/2015;Eduardo Castex;Residencial;301;25,4;129;0;2;9,3 hs;12;2;N/D;No;76;Oficina;-;Activo
100640;2022-04-21;General Pico;Residencial;326;14,4;47;0;1;4,8 hs;12;2;Sí;No;74;App;;Baja
101090;12/11/2000;Gral. Pico;Resid.;231;37,7;308;2;3;12,6 hs;12;2;No;No;47;Teléfono;6200;Activo
100475;2005-01-20;Trenel;rural;324;-15;257;0;3;13,3 hs;12;1;N/D;No;55;Teléfono;6385;Activo
100820;2023-03-17;Realicó;Residencial;N/D;12,8;36;;1;3,5 hs;12;2;No;Sí;46;App;;Activo
100964;06/12/2007;Intendente Alvear;Rural;403;-15,9;222;;1;2,2 hs;12;0;No;No;50;Oficina;-;Activo
100978;29/10/1997;Eduardo Castex;Residencial;349;-24,5;345;0;4;6,6 hs;12;1;Sí;No;64;App;6380;Activo
100838;2014-10-30;Intendente Alvear;Resid.;90;45,1;138;0;1;2,7 hs;12;0;No;No;35;Web;;Activo
101075;12/04/2018;Trenel;Residencial;280;s/d;96;0;4;12,7 hs;12;3;N/D;Sí;93;Teléfono;s/d;Activo
101102;04/10/2019;GENERAL PICO ;RESIDENCIAL ;328;31;78;0;4;15,0 hs;12;1;No;No;62;Oficina;6200;Activo
100536;10/01/2007;Realicó;Residencial;120;-44,1;233;N/D;1;1,3 hs;12;1;;Sí;53;Oficina;;Activo
100953;2025-09-02;General Pico;Residencial;293;-29,1;6;0;4;18,5 hs;12;0;;Sí;68;Teléfono;;Activo
100634;2011-11-15;Eduardo Castex;Comercial;223;23,6;174;2;2;9,4 hs;12;1;s/d;No;66;Web;N/D;Baja
100406;17/10/2005;General Pico;Comercial;343;5,5;248;s/d;1;2,7 hs;12;0;;No;64;Teléfono;-;Activo
100705;04/10/2019;Intendente Alvear;residencial;177;9,8;78;0;4;17,6 hs;12;1;-;No;34;Oficina;N/D;Baja
100618;30/06/2020;Intendente Alvear;Residencial;287;-8,7;69;-;0;0,0 hs;12;4;No;Sí;42;Oficina;s/d;Activo
101166;;Santa Rosa;Comercial;147;20,8;283;;1;3,1 hs;12;0;No;No;53;Oficina;;Activo
100602;16/11/2005;Intendente Alvear;Comercial;338;-42,8;247;0;1;1,7 hs;12;2;No;Sí;35;Web;s/d;Activo
100664;27/05/1998;General Pico;residencial;332;-9,6;338;3;1;3,9 hs;12;0;;No;2;Web;-;Activo
100787;2013-07-07;Realicó;rural;212;-26,4;154;0;2;3,6 hs;12;3;No;No;60;Teléfono;N/D;Baja
100837;18/10/2022;Trenel;Rural;144;-14,2;41;0;1;5,6 hs;12;1;-;No;28;Teléfono;-;Activo
100810;2000-08-14;Intendente Alvear;residencial;353;-23;311;1;1;1,1 hs;12;2;;No;59;App;;Activo
100403;12/05/2018;Intendente Alvear;Resid.;158;31,9;95;-;3;8,5 hs;12;1;Sí;No;51;App;6300;Baja
100238;1999-05-22;Santa Rosa;Residencial;494;-30,5;326;1;0;0,0 hs;12;1;No;Sí;53;Web;;Activo
100878;2024-09-07;Sta. Rosa;residencial;476;-9,2;18;0;2;5,7 hs;12;1;Sí;No;51;App;s/d;Activo
100063;2016-07-21;General Pico;Residencial;119;10,9;117;1;2;1,5 hs;12;0;No;Sí;69;Oficina;;Activo
100081;10/05/2007;Realicó;Resid.;181;-16,3;229;s/d;6;23,7 hs;12;0;Sí;No;34;Web;s/d;Activo
100318;1997-03-03;Intendente Alvear;Residencial;386;50,8;353;0;2;7,4 hs;12;1;s/d;Sí;65;Oficina;s/d;Activo
101113;29/04/2009;Realicó;Residencial;189;;205;N/D;1;5,5 hs;12;1;;No;38;Teléfono;N/D;Activo
100572;2007-05-10;SANTA ROSA;Comercial;359;-;229;1;1;0,9 hs;12;1;-;No;47;Web;N/D;Activo
100617;25/02/2004;Trenel;residencial;183;-21,1;268;0;2;4,6 hs;12;0;No;No;36;Teléfono;N/D;Activo
100170;01/05/2003;Intendente Alvear;Residencial;223;-6,2;278;2;4;22,3 hs;12;1;Sí;Sí;68;App;6300;Baja
100277;;Eduardo Castex;RESIDENCIAL ;;-80;237;1;2;3,0 hs;12;3;-;No;50;Teléfono;s/d;Baja
100998;27/06/2015;Realicó;Rural;412;12,1;130;0;2;6,3 hs;12;1;No;No;54;Teléfono;;Activo
100576;10/06/2001;Realicó;Rural;399;-19,8;301;0;0;0,0 hs;12;1;s/d;Sí;42;Oficina;N/D;Activo
100550;2013-10-05;Trenel;RESIDENCIAL ;154;24;151;1;4;19,4 hs;12;1;Sí;No;69;Teléfono;N/D;Baja
100956;1998-07-26;Realicó;Rural;365;-7;336;0;0;0,0 hs;12;0;N/D;No;37;Oficina;-;Activo
100850;25/09/2015;Santa Rosa;Residencial;284;24,6;127;0;6;3,7 hs;12;1;No;No;66;Oficina;s/d;Activo
100373;;Realicó;Comercial;572;-19,3;8;2;3;3,4 hs;12;1;No;Sí;24;App;s/d;Activo
100093;26/04/2021;Intendente Alvear;Residencial;117;0,9;59;1;2;3,5 hs;12;1;Sí;Sí;61;App;-;Activo
101192;2014-12-29;Intendente Alvear;Resid.;355;9,1;136;0;2;5,8 hs;12;1;No;No;18;Oficina;N/D;Activo
100586;1997-12-28;General Pico;Residencial;320;32,4;343;0;2;3,3 hs;12;2;No;No;46;Web;s/d;Activo
100818;2010-03-25;Realicó;Comercial;125;N/D;194;0;1;1,1 hs;12;1;Sí;No;70;Teléfono;-;Activo
100797;1999-12-18;Trenel;Residencial;104;-40,7;319;1;1;4,0 hs;12;2;No;Sí;62;App;;Activo
100637;08/11/2018;santa rosa;Comercial;301;7,7;89;1;1;3,4 hs;12;0;-;No;45;App;-;Activo
100248;29/11/2014;Trenel;Comercial;235;-14,4;137;0;2;2,5 hs;12;1;-;Sí;38;App;s/d;Activo
100962;01/04/2020;Trenel;residencial;181;9,3;72;0;4;21,3 hs;12;0;No;Sí;47;Web;6385;Activo
100299;09/12/2012;Eduardo Castex;residencial;110;26,9;161;0;1;2,5 hs;12;1;N/D;No;28;App;N/D;Activo
101069;2012-10-10;Intendente Alvear;Rural;192;8,2;163;1;3;2,9 hs;12;1;N/D;Sí;54;Teléfono;-;Activo
100913;2025-10-02;Intendente Alvear;Residencial;-99;18,5;5;0;1;1,3 hs;12;1;Sí;No;57;Web;-;Activo
100302;2006-04-15;general pico;Resid.;174;49,2;242;0;4;17,5 hs;12;1;No;No;84;Oficina;N/D;Activo
101168;27/06/2015;Realicó;Comercial;313;-3,2;130;3;1;3,6 hs;12;0;No;No;59;Web;;Activo
100888;17/01/2000;Trenel;residencial;483;-16,5;318;0;0;0,0 hs;12;0;N/D;Sí;55;App;-;Activo
100558;2023-04-16;Realicó;Residencial;128;-7,6;35;-;3;8,6 hs;12;0;Sí;Sí;64;Teléfono;N/D;Activo
100493;02/01/1997;Realicó;RESIDENCIAL ;188;44,7;355;0;4;21,0 hs;12;1;No;No;58;Teléfono;s/d;Activo
100958;06/07/2019;Santa Rosa;Residencial;251;3,2;81;0;2;7,6 hs;12;1;No;Sí;67;Web;6200;Activo
100781;19/02/2005;Intendente Alvear;Residencial;204;0;256;1;1;2,7 hs;12;0;-;Sí;31;Teléfono;N/D;Activo
100827;1999-03-23;Santa Rosa;Residencial;302;-2,2;328;;1;3,3 hs;12;0;No;Sí;38;Web;s/d;Activo
100760;28/03/1998;Eduardo Castex;residencial;442;50,1;340;0;4;16,2 hs;12;0;-;No;60;Web;-;Activo
101149;2003-11-27;Intendente Alvear;Residencial;352;s/d;271;0;1;5,9 hs;12;2;No;No;18;Oficina;6380;Activo
100004;16/05/2000;Gral. Pico;Residencial;277;8,8;314;-;2;10,0 hs;12;2;No;Sí;58;Teléfono;-;Activo
100954;27/03/2021;Sta. Rosa;Rural;279;-9,1;60;1;4;17,5 hs;12;2;-;Sí;58;Teléfono;-;Baja
100674;06/03/2025;eduardo castex;Residencial;108;-3,5;12;0;4;15,1 hs;12;2;Sí;No;46;App;s/d;Activo
100762;2013-04-08;Eduardo Castex;Resid.;233;29,1;157;1;3;8,0 hs;12;1;s/d;Sí;66;Teléfono;s/d;Activo
100600;2001-01-11;Intendente Alvear;RESIDENCIAL ;272;18,4;306;0;4;6,3 hs;12;1;N/D;Sí;46;Oficina;N/D;Activo
100564;03/03/1997;General Pico;Residencial;381;12,1;353;2;3;12,5 hs;12;0;-;Sí;31;Web;;Activo
100488;14/09/2017;santa rosa;Residencial;478;15,7;103;1;0;0,0 hs;12;2;Sí;No;18;Teléfono;-;Activo
100511;2018-02-11;Trenel;Residencial;580;-24,9;98;1;2;2,8 hs;12;1;No;No;80;App;-;Activo
100531;27/08/2009;General Pico;Residencial;316;14,4;201;0;2;11,9 hs;12;1;s/d;Sí;2;App;;Activo
100544;2012-12-09;Eduardo Castex;Residencial;198;-8,2;161;1;3;6,9 hs;12;1;No;No;35;App;N/D;Baja
100830;2006-02-14;General Pico;Residencial;-99;-3,2;244;0;6;3,1 hs;12;1;No;No;56;Teléfono;6300;Activo
101069;2012-10-10;Intendente Alvear;Rural;192;8,2;163;1;3;2,9 hs;12;1;N/D;Sí;54;Teléfono;-;Activo
100622;2005-05-20;GENERAL PICO ;Residencial;266;16;253;N/D;4;16,6 hs;12;1;Sí;No;55;App;;Baja
100960;28/09/2003;Eduardo Castex;Comercial;150;12,6;273;0;1;2,8 hs;12;0;No;No;61;Teléfono;N/D;Activo
100883;1998-04-27;Gral. Pico;RURAL;754;2,7;339;;3;17,5 hs;12;0;Sí;No;52;Web;;Activo
100370;2003-11-27;Santa Rosa;Residencial;134;s/d;271;1;1;3,8 hs;12;0;;No;34;Web;s/d;Activo
100219;31/08/2014;General Pico;Residencial;315;14,5;140;2;3;17,8 hs;12;2;Sí;No;39;App;;Baja
100764;14/06/2006;Intendente Alvear;residencial;190;-71;240;0;1;5,7 hs;12;3;;Sí;55;Web;-;Activo
100137;24/01/2010;Eduardo Castex;residencial;328;41,8;196;1;3;2,1 hs;12;1;Sí;No;180;Teléfono;s/d;Activo
100965;23/03/1999;santa rosa;Residencial;241;-23,4;328;3;2;10,6 hs;12;0;Sí;No;39;Web;6300;Activo
100069;09/06/2007;Eduardo Castex;RESIDENCIAL ;218;-11,3;228;1;2;7,5 hs;12;0;Sí;Sí;18;Oficina;6300;Activo
101162;2009-10-26;Intendente Alvear;Residencial;239;-18,5;199;0;5;4,8 hs;12;2;;No;26;Oficina;6300;Activo
101005;24/06/2004;Realicó;Comercial;298;-36,9;264;1;2;1,3 hs;12;1;-;No;67;App;;Activo
100046;07/10/2024;Eduardo Castex;Rural;121;-4,8;17;;2;4,0 hs;12;2;No;No;61;Oficina;N/D;Activo
101061;09/02/2007;Eduardo Castex;Rural;481;32,9;232;1;5;9,9 hs;12;0;No;Sí;42;App;;Activo
100497;1997-11-28;general pico;Residencial;300;-54,1;344;N/D;4;11,5 hs;12;0;No;Sí;42;Teléfono;s/d;Activo
100890;2023-09-13;Santa Rosa;Residencial;307;22,8;30;1;5;29,4 hs;12;0;s/d;No;70;Oficina;6385;Baja
100921;09/02/2007;Eduardo Castex;Residencial;353;3,5;232;2;1;2,6 hs;12;1;No;Sí;70;App;s/d;Activo
100436;2001-03-12;Sta. Rosa;residencial;180;-33,9;304;1;4;22,1 hs;12;1;s/d;No;46;App;6360;Activo
100565;2023-05-16;Eduardo Castex;rural;323;-1,1;34;;4;21,7 hs;12;1;s/d;Sí;45;Oficina;-;Baja
100881;2025-04-05;E. Castex;Residencial;265;-21,2;11;0;2;6,7 hs;12;1;;No;34;Teléfono;N/D;Baja
100455;15/12/2011;Eduardo Castex;residencial;411;2,1;173;0;1;5,6 hs;12;2;;No;56;Teléfono;-;Activo
100933;2024-11-06;Realicó;Comercial;314;2;16;2;3;7,6 hs;12;4;Sí;No;44;Oficina;;Baja
100516;22/03/2022;Sta. Rosa;Comercial;286;-33,3;48;1;4;2,8 hs;12;2;;No;18;App;;Baja
101022;2025-06-04;Eduardo Castex;Comercial;226;2,2;9;1;2;1,7 hs;12;3;-;No;33;Web;;Activo
101099;30/11/2008;Realicó;Comercial;109;3,1;210;1;0;0,0 hs;12;2;s/d;Sí;18;Web;-;Activo
100326;2016-06-21;GENERAL PICO ;RESIDENCIAL ;295;15,3;118;2;3;10,0 hs;12;0;N/D;Sí;48;Teléfono;-;Activo
100065;21/06/1999;Eduardo Castex;Resid.;432;-24,8;325;2;1;3,5 hs;12;0;No;No;27;Web;s/d;Activo
100823;01/09/2008;Intendente Alvear;Residencial;206;2,8;213;0;1;3,6 hs;12;1;No;Sí;49;Web;;Activo
100735;2023-09-13;General Pico;Resid.;204;-10,5;30;1;3;6,9 hs;12;1;Sí;No;54;Oficina;N/D;Activo
100879;10/05/2007;Santa Rosa;Comercial;385;-18,1;229;1;1;1,4 hs;12;0;Sí;Sí;43;Oficina;-;Activo
100790;1998-11-23;Sta. Rosa;RURAL;87;13,5;332;1;2;7,4 hs;12;0;Sí;No;29;App;N/D;Activo
101033;2003-08-29;eduardo castex;Resid.;492;-10,1;274;1;2;11,6 hs;12;0;-;Sí;37;Teléfono;N/D;Activo
101171;30/06/2003;General Pico;Resid.;157;-21,6;276;0;0;0,0 hs;12;3;N/D;Sí;33;App;;Activo
100923;2024-07-09;Intendente Alvear;Residencial;360;6,9;20;N/D;2;8,3 hs;12;0;Sí;No;56;App;;Activo
101179;10/09/2012;Sta. Rosa;Residencial;221;27,3;164;1;2;8,9 hs;12;3;No;Sí;29;Oficina;-;Activo
100176;1997-06-01;general pico;Comercial;231;-5,7;350;2;3;14,6 hs;12;2;No;Sí;60;Teléfono;6300;Baja
100887;1998-11-23;Intendente Alvear;Comercial;278;-0,8;332;0;1;4,9 hs;12;0;N/D;Sí;60;Web;6300;Activo
101097;30/03/2009;Eduardo Castex;Residencial;351;-17,1;206;2;3;3,9 hs;12;0;No;Sí;28;Web;-;Activo
101116;1999-11-18;Eduardo Castex;Rural;629;-24,2;320;N/D;1;2,0 hs;12;0;N/D;No;52;Teléfono;6385;Activo
100972;07/09/2007;Realicó;Rural;135;-6,6;225;1;1;2,1 hs;12;0;N/D;Sí;54;Teléfono;;Activo
100308;09/09/2018;Trenel;Residencial;248;18,4;91;0;4;22,6 hs;12;1;No;No;44;Teléfono;N/D;Baja
101190;;E. Castex;Comercial;187;60,8;75;1;2;8,4 hs;12;14;No;No;54;Web;s/d;Activo
100546;09/09/2018;Trenel;Comercial;280;36,6;91;1;3;10,0 hs;12;1;No;No;67;App;;Baja
101077;2020-05-31;Intendente Alvear;Residencial;203;-25,2;70;0;3;2,5 hs;12;1;-;No;73;App;N/D;Baja
101133;2008-05-04;Realicó;rural;291;-10,9;217;1;2;10,7 hs;12;1;Sí;Sí;38;Oficina;6380;Activo
100395;14/08/2000;E. Castex;Residencial;147;-2,8;311;3;3;17,9 hs;12;1;No;Sí;52;App;;Baja
100871;2019-11-03;Intendente Alvear;residencial;84;-5,6;77;3;4;14,0 hs;12;2;N/D;No;57;Teléfono;-;Baja
100512;2025-11-01;Eduardo Castex;Residencial;241;0,6;4;1;1;5,5 hs;12;2;No;Sí;76;App;s/d;Activo
100815;10/05/2024;Trenel;Comercial;908;14,8;22;1;1;2,9 hs;12;0;Sí;No;36;Teléfono;-;Activo
100456;2001-03-12;Santa Rosa;Residencial;159;-4;304;2;2;10,2 hs;12;0;Sí;No;43;Oficina;N/D;Activo
100686;23/10/2021;SANTA ROSA;Comercial;158;-14,6;53;0;2;2,4 hs;12;2;Sí;Sí;26;Oficina;6385;Activo
100231;2006-05-15;Intendente Alvear;Residencial;641;4,2;241;1;7;31,5 hs;12;1;s/d;Sí;71;Oficina;6385;Baja
100301;23/12/1998;E. Castex;Comercial;269;-;331;0;2;3,6 hs;12;3;Sí;No;28;App;6300;Baja
100734;2012-06-12;Santa Rosa;residencial;79;13,3;167;0;5;5,6 hs;12;0;No;No;43;Teléfono;6380;Activo
100752;2023-11-12;Trenel;Comercial;N/D;12,9;28;1;2;8,5 hs;12;0;No;No;55;Teléfono;;Baja
100667;;Intendente Alvear;Rural;223;-9,2;285;1;1;1,8 hs;12;1;;No;47;App;;Activo
100450;2020-12-27;General Pico;rural;325;-3;63;-;4;11,2 hs;12;1;No;Sí;65;App;;Activo
100601;22/03/2022;Eduardo Castex;Comercial;359;-4,8;48;-;3;16,6 hs;12;2;N/D;Sí;38;Teléfono;;Baja
100185;2020-09-28;Trenel;RESIDENCIAL ;104;-17,1;66;0;3;5,3 hs;12;2;Sí;Sí;49;Teléfono;6360;Activo
100749;1998-07-26;Intendente Alvear;Residencial;407;-34,8;336;1;1;2,2 hs;12;0;Sí;Sí;68;Web;-;Activo
100459;;Trenel;Residencial;163;21,5;279;0;4;9,2 hs;12;1;Sí;Sí;71;Teléfono;s/d;Activo
100915;19/10/2016;Trenel;Residencial;436;10,2;114;N/D;2;5,7 hs;12;0;;No;54;Web;N/D;Activo
100471;2008-08-02;Trenel;Residencial;384;-33,7;214;2;3;5,6 hs;12;2;Sí;Sí;25;App;6385;Activo
100068;2007-01-10;Realicó;Comercial;297;;233;0;3;15,3 hs;12;2;Sí;No;63;Web;;Activo
100397;04/11/2013;Gral. Pico;Residencial;200;-27,4;150;0;6;24,0 hs;12;2;-;Sí;42;Web;6200;Activo
100521;03/12/2019;Realicó;Residencial;267;-36,1;76;s/d;5;2,9 hs;12;0;N/D;No;41;Web;6380;Activo
100166;2007-04-10;Santa Rosa;Rural;132;3,1;230;1;3;17,9 hs;12;2;s/d;Sí;32;Web;-;Activo
100990;28/03/1998;Intendente Alvear;Residencial;416;s/d;340;;1;3,3 hs;12;0;Sí;No;54;App;s/d;Activo
100659;;SANTA ROSA;Residencial;112;-20;338;2;6;15,3 hs;12;1;s/d;Sí;78;App;N/D;Activo
101111;13/12/2017;E. Castex;Residencial;430;40,1;100;0;0;0,0 hs;12;1;Sí;Sí;48;Teléfono;N/D;Activo
100013;04/10/1996;Trenel;Rural;712;-15,6;358;2;2;5,2 hs;12;3;No;Sí;34;Oficina;N/D;Activo
100223;;Intendente Alvear;Residencial;283;-26,8;302;1;2;4,4 hs;12;1;No;No;34;App;s/d;Activo
100632;2025-08-03;Realicó;residencial;394;;7;0;0;0,0 hs;12;4;Sí;No;61;Teléfono;s/d;Baja
100548;26/04/2021;Trenel;Comercial;259;-38,7;59;1;2;10,0 hs;12;0;Sí;No;18;Teléfono;N/D;Activo
